Manx,English,Page,Notes
"Slane shickerys nagh shir Jee orrin ny smoo y yanoo, ny ver e hene pooar dooin dy chooilleeney.","A full Assurance, that God will require of us no more than he will enable us to perform.",67,
"As lurg shoh Gialdyn firrinagh jeh maynrys dy bragh farraghtyn, my ta shin janoo yn chooid share dy hirveish Jee.","And lastly, a sure Promise of eternal Happiness, if we but do our best to serve God.",67,
Q. Ta’n credjue shoh feer gherjolagh ; gueeym er Jee shin dy bragh y ve er nyn reil liorish. Agh cre ny Baggyrtyn aglagh loar shiu jeu ?,Q. These are very comfortable truths ; I pray God they may never be lost upon us. But what are the severe Threatnings you spoke of ?,67,
A. Adsyn nagh vreil Jee ayns nyn aigney faagee e ad gys aigney niau-hushtagh.,"A. They that will not retain God in their knowledge, He will give up to a Mind void of Judgment.",67,
As tra ta’d myr shoh livreit seose tuittee ad ayns leid ny [62] raadjin shen as leeidys ad gys coal-anmey.,"Being thus given up, they will fall into such Courses as must bring them to Destruction.",67,
"As bee shen feer aglagh. Bee ad er nyn jyndaa gys Nivrin ; raad nagh vel y vesteig dy bragh geddyn baase, as raad nagh vel yn Ayle dy bragh er ny vooghey.","Which Destruction will be most terrible. They shall be turned into Hell, where the Worm dieth not, and where the Fire shall not be quenched.",67,
Q. Cre’n aght ta Credjal ny Reddyn shoh cheet dy yanoo shin Mie ?,Q. How doth the Belief of these things become a Means to make us good ?,67,
"A. Liorish cur orrin ve imneagh as aglagh, myr shen shegin dauesyn y ve ta smooinaght er ny Reddyn shoh.","A. By making us serious and thoughtful, which they must needs be, who often think of these Matters.",67,
"[ 59 ] Liorish kinjagh cooinaght orroo, as soiagh Bea as Baas dy bragh farraghtyn kiangoyrt rish nyn sooylyn, dyn goarlagh shin dy nee yn chreenaght ain e, yn viljid ta shin dy ennaghtyn ayns peccah, nagh vel farraghtyn agh gerrit, y hreggeil ; As dy vel eh resoonagh dy yanoo ny ta Jee er harey, my ta shin jercal dy gheddyn ny te er yialdyn dooin son Leagh.","By being ever Present with us, and setting Life and Death eternal before your Eyes. Convincing us, that it is our Wisdom to forsake the Pleasures of Sin, which are but for a Season : And that it is reasonable to do what God hath commanded, if we expect to obtain what he hath promised for our Encouragement.",68,
"As tra ta shin myr shoh kiarit son y Vea ta dy bragh, Ta Jee yn Ayr coardit rooin, ta Jee yn Mac loart er nyn son ; as ta Jee yn Spyrryd noo dyn leeideil as dyn ngerjagh.","And when we are thus disposed for eternal Life, God the Father becomes reconciled to us ; God the Son becomes our Advocate ; God the Holy Ghost becomes our Guide and Comforter.",68,
Q. Cre’n fa nagh vel ooilley adsyn ta fys oc er ny reddyn shoh cheet dy ve Sharvaantyn biallagh gys Jee ?,"Q. What is the Reason, why all who know this, do not presently become obedient Servants of God ?",68,
A. Son dy vel ymmodee meerioosagh nagh vel dy bragh goal kairrail jeh nyn Anmeenyn. Ta ymmodee croi-creeagh nagh smooinee er ny Reddyn shoh ; Ta ymmodee soiagh ooilley nyn giarrail er maynrys y Teihl shoh as cha vod ad smooinaght [63] er ny share ; As ta ymmodee ta cur rish drough yanoo as cha lig yn aggle daue smooinaght er y Vea ta ry heet.,"A. Because many are careless, and never mind their Souls ; Many are obstinate, and will not think of these Things ; Many are wholly taken up with the Cares or the Pleasures of this World, and cannot look towards a better ; And many are wicked and dare not think of a Life to come.",68,
"Nish tra ta sleih ayns y stayd shoh, cha jean ooilley gialdynyn y Sushtal y ghrennagh ad, ny atchim y Chiarn y aglagh ad gys biallys.","Now, where it is thus with Men, all the Promises of the Gospel will not move them, nor the Terrors of the Lord frighten them into Obedience.",68,
Q. Nagh vel eh dy liooar dy leeideil bea vie ga nagh ragh shoh er Credjal eddyr ?,"Q. Is it not sufficient to live well, though one should not believe these things ?",68,
A. Foddee oo chammah jercal dy ve bio fegooish beaghey as dy ve dy Chreestee fegooish Credjue.,"A. You may as well hope to live without Food, as to live well without Faith.",68,
"[ 60 ] Ta leih ain dy hirrey son ymmodee peccaghyn trome, nagh vod annane erbee y gheddyn dooin agh Mac Yee.","We have many grievous Sins to be pardoned, the Pardon of which, none but the Son of God can procure for us.",69,
"Ta aignaghyn mee-reiltagh ain dy streeue roo, nagh vod veg agh aggle Yee y smaghtagh.","We have ungovernable Appetites to struggle with, which nothing but the fear of God can keep under.",69,
"Ta miolaghey drough heihl as drough Spyrryd ain dy ghleck ny oi, as cha vel nee erbee agh Spyrryd Yee oddys cooney lien y varriaght y gheddyn.","We have the Temptations of a naughty World, and of an evil Spirit to resist, which nothing but the Spirit of God can enable us to oppose.",69,
"Gys Jee er y fa shoh shegin dooin gol son cooney, as cha vod shin shen y yanoo managh Gred mad ayns nyn Gree ny banglanyn shoh jeh nyn Gredjue Creestee.","To God therefore we must go for Help, which we cannot do, unless we heartily believe these Articles of our Christian Faith.",69,
Q. Nee ad shoh ny lomarcan ny reddyn ta ymmyrchagh dy ve er nyn Gredjal ?,Q. Are these the only necessary Truths to be believed ?,69,
"A. Shoh ny reddyn s’ymmyrchee as nee tushtey as Credjue jeu shoh cooney liat dy ghoal vondeish veih ooilley Goo Yee, liorish vees dty Chredjue dy chooilley laa er ny Niartagh.","A. These are the most necessary, and the Knowledge and Belief of these, will Help you to profit by the whole Word of God, by which your Faith will every Day be strengthened.",69,
Q. Guee’m erriu insh jee dou cre’n aght ?,Q. I pray shew me how ?,69,
"[64] A. Tra tow lhaih ayns ny Lioaryn Casherick jeh Briwnyssyn Yee er Peccee. Jeh’n Seihl ooilley er ny stroie liorish Thooilley ; Jeh Ardvalchyn er nyn goyrt mou ; Jeh Ashoonyn slane goit er sooyl ny Bryssoonee ; Jeh Genney, Caggaghyn as Chingysyn trome ; ayndoo shoh ooilley hee-oo as ynsee-oo dy ghoal aggle roish pooar ooilley-niartal Yee, as dy nee yn Chreenaght ain e gyn eshyn y vrasnagh.","A. When you read in the Holy Scriptures of God’s Judgments upon Sinners ; Of the whole World destroyed by a Flood ; Of Cities over-turned ; Of Nations carried Captive ; Of Famines, Wars, and Pestilence ; in all these, you will see and learn to fear the Almighty Power of God, and that it is our Wisdom not to provoke him.",69,
Tra hee-oo Bannaghtyn er ny yialdyn as cooilleenit gys deney mie,When you see Favours promised and performed to good Men and their,69,
"[ 61 ] as gys nyn sheeloghe ; Ta chooilleen Samble shen ayd jeh Firrinys Yee. As tra ta fys ayd dy vel cairys ec dy choilley ghooiney ayns y Foar echyssyn, ta streeue dy hoilchin eh ; nee oo eshyn y hirveish lesh gennalys.","Posterity, you have so many Examples of God’s Faithfulness ; and when you know that all Men have a Right to his Kindness[es], who strive to deserve them, you will serve him with cheerfulness.",70,
"Tra hee-oo drough yanoo sleih er jeet er ny king oc hene, as drogh sasyn er nyn goyrt mou, bee-oo er dy niartagh ayns y Chredjue shoh, Dy vel dy chooilley nee rooisht as foslit gys ny sooylyn echyssyn t’er nyn skyn.","When you see the Wickedness of Men brought upon their own Heads, and wicked Devices brought to nought, you will be confirmed in this Faith, That all things are naked and open unto the Eyes of Him with whom we have to do.",70,
"Tra hee-oo reddyn er heet gys kione keadyn blean lurg faashanagh y ve jeant jeu, gou-ee oo Yyndys jeh kiarralys Yee, as hee-oo dy vel e gordrail dagh nee gys y cooid share.","When you find things brought to pass many hundred Years after they were foretold, you will admire the Providence of God, and be satisfied that he orders all things for the best.",70,
"Agh er skyn ooilley ver y Sushtal shickerys dhyt, nagh vel oo er gredjal ayns fardail.","But above all, the Gospel will convince you, That you have not believed in vain.",70,
"Mirrillyn Yeesey, ymmodee as mooar nee uss y eagnagh dy chredjal e ghoo.","The Miracles of Jesus, both Many and Great, will force you to believe his Doctrine.",70,
"Bee’n Ynsagh echey leid shen er dy chooilley aght dy bee Jee er ny akin ayn. Ver e Hamble [65] ort ve ayns graih rish dty churrym ; As ver e hurransyn ort toiggal nagh nee meevaynrys eh dy hurranse, tra she shen y raad gys y ghloyr ta dy bragh farraghtyn.","His Doctrine will appear every way worthy of God : His Example will make you in Love with your Duty ; and His Sufferings will convince you, that it is no Misfortune to suffer, when that is the Way to eternal Glory.",70,
"Ayns shen hoo-ee1 yn chiarrail echyssyn son e Aglish, ayns cur sarey da e Hirveishee dy reall e Hioltane as ynsee oo fys ve ayd cre sheeagh dt’annym, as dy mooar y treih y choal eh, tra hee-oo Yeesey Creest, e Ostylyn as e Harvaantyn cha kiarralagh dy hauail shin.","There you will see His Care for his Church, in commanding his Ministers to feed his Flock ; and you will learn to know the Value of your Soul, and the great Misfortune of losing it, when you see Jesus Christ, His Apostles, and Servants, so much concerned to save us.",70,
"[ 62 ] As lurg shoh nee-oo gynsagh dy hoiagh mooar jeh goo Yee, bun y Chredjue shen liorish t’ow treshteil dy ve sauchey.","And lastly, you will learn to value the Word of God, which is the Foundation of that Faith, by which you hope to be saved.",71,
Q. Vel vondeishyn erbee elley cheet liorish y Credjue shoh ?,Q. Are there any other Benefits of this Faith ?,71,
"A. Ta. She liorish y Credjue shoh oddys shin surranse fegooish jummoose, dy hoiggal dy nee Peccee shin fegooish mee-hreshteil, dy smooinaght er y Vaas as gyn ve er creau.",A. Yes. It is by this Faith that we are able to suffer Afflictions without Murmuring ; To know we are Sinners without Despair ; To think of Death without Trembling.,71,
"As she son dy vel shin goal rish dy ve credjal ayns Jee, ta sleih credjal shin hene as treshteil orrin.","And it is because we profess to believe in God, that we our selves are believed and trusted by Men.",71,
Q. Agh cre’n aght nee mad leid y Credjue bio y reall ayns nyn Greeaghyn ?,Q. But how must we possess our Hearts with such a lively Faith ?,71,
"A. Smooinee er dy nee gioot Yee Credjue, as cha vod eh ve er ny gheddyn agh liorish aghtyn cair.","A. Consider that Faith is the Gift of God, and must be obtained by using proper Means.",71,
"Shen-y-fa my chiarys oo dy hreggeil dy chooilley ghrogh raad, cur geil da goo Yee, tilg oo hene er e vyghyn, jean padjer huggey son cooney, as gou ort dy ve reilt liorish e Leiaghyn, nee dty chredjue bishagh [66] gagh laa, hed oo er dy hoshiaght veih niart gys niart as cooilleenee oo dy chooilley nee vees feeu ayns shilley Yee.","Therefore, if you resolve to forsake every evil Way, hearken to the Word of God, cast your self upon his Mercy, pray to him for Help, and purpose to be governed by his Laws, your Faith will increase daily, you will go from Strength to Strength, and be able to do all Things which will make you acceptable to God.",71,
" Agh cooinee—"," Only remember—",71,
"Nagh jean mie dhyt dy bragh dty varrant chur gys myghyn as gialdynyn Yee, managh jean oo ny te er harey.","That you must never depend upon God’s Mercies and Promises, unless you do what he hath commanded.",71,
"Dy jig ny ta Jee er vaggyrt gys kione, my t’ow uss dy chredjal eh mannagh vel.","That what God hath threatned will come to pass, whether you believe it or not.",71,
"Dy vel y Goo Casherick echyssyn firrinagh, as dy nee liorish shegin dooin ve er nyn Mriwnys er y laa","That his Holy Word is true, and That, by which we must be judged at the last",71,
"[ 63 ] stierree, cre erbee yn mee-rioose ta shin nish dy yanoo er.","Day, who [sic: how] much soever it is neglected.",72,
"Shen-y-fa jean Padjer cree-oil gys Jee nagh sur e dty Chree v’er ny chreoghey, agh dy vod oo dy bragh ny gialdynyn echyssyn y chredjal as shassoo ayns aggle roish e vriwnyssyn.","Therefore, earnestly pray to God, that he may not suffer your Heart to be hardened, but that you may ever believe His Promises, and stand in awe of his Judgments.",72,
" Yn PHADJER."," The PRAYER.",72,
"TA shin Credjal, Hiarn bishee nyn Gredjue as cur grayse dooin dy vod mad lesh Bea crawee yn Credjue ta shin goal rish y hoiagh magh. Freil shin Shicker ayns y Chredjue shoh, ayn ta shin Bashtit, nagh jean shagherynys erbee shin y scarrey wodsh, agh dy vod dty Ghraih, O Yee vyghynagh, dty ghrayse, O Yeesey bannit, dty Heshaght, O Spyrryd Noo shin y gherjagh as y endeil ayns dy chooilley ghaue as seaghyn, derrey yow shin vondeish nyn Gredjue, dy jarroo Saualtys nyn anmey. Amen.","WE believe, Lord increase our Faith, and give us Grace, that with an Holy Life we may adorn the Religion we profess. Keep us stedfast in this Faith, into which we are baptised, that no Errors may separate us from thee, but that thy Love, O merciful God ; Thy Grace, O blessed Jesus ; Thy Fellowship, O Holy Ghost, may defend and comfort us in all Dangers and Adversities, until we attain the end of our Faith, even the Salvation of our Souls. Amen.",72,
Ny Jeih Annaghyn.,Ten Commandments.,73,
"Quest. DOoyrt oo dy yiall dty Ghedjaghyn as dty Vimmaghyn er dty hon, dy vreallagh oo Annaghyn Yee. Insh dou coo-ad t’ayn ?","Quest. YOU say that your Godfathers and Godmothers did Promise for you, that you should keep God’s Commandments. Tell me, how many there be ?",73,
" Ans. Jeih."," Ans. Ten.",73,
" Q. Cre ad ?",Q. Which be they ?,73,
"A. Ny goan loar Jee ayns y feedoo chabdil jeh Exodus, gra, mish y Chiarn dty Yee, hug liam uss magh as Talloo Egypt, as Thie ny Bondiaght.","A. The same which God spake in the twentieth Chapter of Exodus, saying, I am the Lord thy God, who brought thee out of the Land of Egypt, out of the House of Bondage.",73,
Q. Cre’n fa yiall ad er my hon dy vreilin Annaghyn Yee ?,Q. Why did they promise for me that I should keep God’s Commandments ?,73,
"A. Son nagh vod oo er aght erbee goll gys Niau mannagh vreilloo ad, ny arrys lea y ghoal. My saylt gol stiagh ayns Bea freil ny Annaghyn. Son lioroo shoh vee-mad [sic] er nyn mriwnys ec y laa stierree.","A. Because you cannot possibly go to Heaven, if you do not keep them,1 If thou wilt enter into Life, keep the Commandments. For by these we shall be judged at the last day.",73,
"Dy vel ad bentyn rooinyn chammah as rish Pobbyl Israel, foddee shin ve shicker jeh er y fa dy vel Creest er harey ad reeisht as er chur tushtey sodjey dooin jeu ayns e Hushtal. [68] T’eshyn ny Hiarn Jee dooinyn chammagh as dauesyn. Hug e lesh adsyn magh as Thie ny Bondiaght, as hug e lesh shinyn veih dorraghys gys soilshey as veih pooar y drough Spyrryd gys Jee.","That they belong to us as well as unto the People of Israel, we may be sure, because Christ hath confirmed and explained them in the Gospel. He is the Lord our God as well as theirs ; He brought them out of the House of Bondage, and He brought us from Darkness to Light, and from the Power of Satan unto God.",73,
"[ 65 ] Q. Cre’n fa ta ny Annaghyn goall toshiaght lesh ny goan shoh, Mish y Chiarn y Jee ayds ?","Q. Why do the Commandments begin with these words, I am the Lord thy God ?",74,
